Time	CFP	YFP	
Seconds	mV	mV	
			
285	2283,26	3865,80
286	2272,88	3825,71
287	2284,99	3833,24
288	2268,41	3821,03
289	2274,31	3869,86
290	2278,78	3857,45
291	2302,39	3842,19
292	2317,04	3817,78
293	2297,50	3821,64
294	2310,93	3832,33
295	2285,50	3795,60
296	2303,00	3830,80
297	2306,46	3832,83
298	2312,56	3838,53
299	2320,70	3806,18
300	2347,76	3782,99
301	2324,36	3778,31
302	2327,82	3807,40
303	2309,71	3797,84
304	2310,53	3796,01
305	2348,57	3789,70
306	2356,71	3791,94
307	2322,53	3768,54
308	2337,18	3795,09
309	2352,24	3811,88
310	2352,44	3774,44
311	2362,00	3765,49
312	2389,27	3784,00
313	2363,63	3777,90
314	2362,82	3769,76
315	2333,21	3774,03
316	2332,91	3763,86
317	2358,95	3756,74
318	2367,49	3753,08
319	2346,54	3743,51
320	2412,87	3715,64
321	2382,75	3734,16
322	2387,23	3742,90
323	2380,72	3753,28
324	2398,22	3745,55
325	2405,14	3728,66
326	2388,86	3731,31
327	2414,29	3721,95
328	2412,26	3728,87
329	2387,43	3708,52
330	2412,87	3701,80
331	2409,61	3700,79
332	2410,22	3696,51
333	2392,93	3702,21
334	2408,80	3694,48
335	2446,23	3662,33
336	2420,80	3652,57
337	2427,92	3679,83
338	2399,64	3671,08
339	2457,02	3653,58
340	2461,29	3673,32
341	2458,24	3650,53
342	2450,41	3633,34
343	2446,23	3631,61
344	2477,98	3632,42
345	2480,21	3656,23
346	2485,91	3617,37
347	2499,75	3623,27
348	2532,50	3632,63
349	2543,80	3631,81
350	2473,70	3650,13
351	2502,59	3605,97
352	2502,19	3621,84
353	2501,37	3641,58
354	2504,63	3612,89
355	2505,65	3625,10
356	2498,93	3637,51
357	2506,87	3624,90
358	2505,04	3628,56
359	2498,73	3635,88
360	2485,71	3661,11
361	2488,15	3622,25
362	2500,15	3612,89
363	2527,62	3650,13
364	2510,12	3653,18
365	2510,53	3674,54
366	2491,81	3657,04
367	2483,27	3657,45
368	2452,34	3653,99
369	2482,45	3639,75
370	2507,07	3618,59
371	2510,73	3623,88
372	2535,96	3612,69
373	2536,78	3597,02
374	2574,62	3589,09
375	2558,34	3567,72
376	2561,19	3555,51
377	2592,32	3577,29
378	2601,68	3580,34
379	2605,55	3564,47
380	2629,15	3586,64
381	2582,35	3568,74
382	2587,23	3558,57
383	2547,76	3579,32
384	2532,71	3564,47
385	2606,56	3581,97
386	2576,04	3574,44
387	2568,72	3592,34
388	2566,89	3611,26
389	2552,65	3595,19
390	2522,53	3613,91
391	2523,96	3618,18
392	2542,68	3636,09
393	2543,90	3582,98
394	2557,53	3580,95
395	2606,56	3556,94
396	2570,35	3560,09
397	2558,95	3579,93
398	2554,27	3606,38
399	2539,83	3584,41
400	2555,09	3556,53
401	2566,07	3569,35
402	2552,04	3585,83
403	2550,20	3582,37
404	2588,66	3608,92
405	2528,43	3573,22
406	2565,26	3572,81
407	2563,23	3560,40
408	2567,70	3586,44
409	2554,48	3537,00
410	2582,56	3528,35
411	2568,52	3563,25
412	2597,61	3586,03
413	2604,94	3575,05
414	2588,86	3554,09
415	2567,70	3578,51
416	2611,24	3572,00
417	2592,32	3548,19
418	2578,69	3552,26
419	2597,81	3570,98
420	2620,40	3548,80
421	2604,73	3536,80
422	2583,37	3533,74
423	2606,77	3523,16
424	2605,75	3513,40
425	2665,97	3548,19
426	2615,52	3549,00
427	2594,56	3573,22
428	2622,64	3511,16
429	2578,49	3541,27
430	2635,66	3536,80
431	2629,86	3524,69
432	2640,95	3527,03
433	2650,72	3498,75
434	2655,39	3507,09
435	2641,97	3499,77
436	2657,63	3527,64
437	2643,39	3496,31
438	2640,54	3520,72
439	2694,26	3527,23
440	2662,52	3488,78
441	2631,39	3505,46
442	2665,57	3514,01
443	2632,40	3555,51
444	2634,74	3537,81
445	2644,81	3528,25
446	2640,54	3532,32
447	2641,36	3531,10
448	2632,00	3520,72
449	2636,68	3537,00
450	2621,01	3529,68
451	2609,41	3541,48
452	2617,14	3567,11
453	2599,04	3582,58
454	2610,02	3569,96
455	2551,02	3601,70
456	2558,75	3600,89
457	2588,66	3591,53
458	2625,59	3575,96
459	2621,42	3593,56
460	2594,56	3576,06
461	2621,01	3588,27
462	2623,86	3551,24
463	2616,33	3577,08
464	2602,70	3565,28
465	2660,68	3575,05
466	2649,70	3547,17
467	2618,57	3538,83
468	2670,25	3543,10
469	2585,40	3603,94
470	2484,28	3781,16
471	2403,51	3828,56
472	2353,05	3895,81
473	2318,26	3977,29
474	2269,02	3988,48
475	2281,84	3970,78
476	2327,62	3999,06
477	2312,56	3978,72
478	2321,31	3990,42
479	2306,25	3998,66
480	2259,05	4008,83
481	2310,32	3980,14
482	2291,20	4014,32
483	2320,90	3995,61
484	2346,54	3954,30
485	2345,11	3958,98
486	2348,98	3910,76
487	2420,40	3883,09
488	2457,83	3816,56
489	2494,05	3752,26
490	2531,49	3721,95
491	2526,20	3704,86
492	2575,84	3679,73
493	2632,40	3645,45
494	2624,26	3622,45
495	2639,32	3618,79
496	2648,68	3573,22
497	2632,61	3569,96
498	2624,98	3577,49
499	2636,47	3570,98
500	2653,16	3548,39
501	2671,47	3558,97
502	2684,69	3580,34
503	2681,03	3548,80
504	2674,11	3505,67
505	2672,89	3546,36
506	2669,23	3548,80
507	2669,84	3563,04
508	2646,44	3539,03
509	2645,43	3526,01
510	2700,36	3512,58
511	2619,38	3544,53
512	2691,00	3533,54
513	2761,40	3520,42
514	2715,01	3504,24
515	2692,22	3503,84
516	2714,40	3495,09
517	2687,95	3494,07
518	2703,01	3523,57
519	2665,87	3520,72
520	2639,73	3526,83
521	2615,11	3535,78
522	2645,43	3541,68
523	2686,32	3541,27
524	2652,14	3519,71
525	2657,02	3512,18
526	2678,59	3536,59
527	2674,52	3488,37
528	2697,31	3511,97
529	2664,35	3528,66
530	2644,61	3555,72
531	2680,62	3529,47
532	2682,66	3545,34
533	2642,07	3540,87
534	2689,78	3519,71
535	2675,74	3509,13
536	2632,00	3523,57
537	2697,10	3508,72
538	2674,93	3496,31
539	2700,05	3449,61
540	2741,26	3473,72
541	2733,73	3455,00
542	2700,97	3518,28
543	2738,61	3471,28
544	2767,30	3470,06
545	2772,39	3444,42
546	2787,04	3432,22
547	2776,66	3412,07
548	2765,88	3447,48
549	2743,09	3451,95
550	2806,36	3446,87
551	2818,98	3444,22
552	2787,44	3430,59
553	2776,66	3445,34
554	2778,69	3465,38
555	2745,33	3458,26
556	2729,05	3458,26
557	2774,01	3460,50
558	2744,31	3454,39
559	2732,10	3421,84
560	2694,05	3458,06
561	2709,72	3470,87
562	2762,21	3469,65
563	2751,84	3490,41
564	2760,59	3488,37
565	2754,68	3482,47
566	2727,83	3472,50
567	2728,44	3465,79
568	2710,94	3481,66
569	2740,85	3495,70
570	2723,15	3477,59
571	2727,22	3479,01
572	2769,74	3462,74
573	2786,02	3471,69
574	2743,39	3467,62
575	2738,61	3464,97
576	2801,48	3475,55
577	2747,16	3483,08
578	2705,04	3473,72
579	2722,54	3462,74
580	2730,88	3480,44
581	2756,92	3488,98
582	2726,00	3495,90
583	2750,21	3491,42
584	2728,44	3468,23
585	2700,36	3505,87
586	2750,01	3536,19
587	2736,07	3522,55
588	2721,72	3482,06
589	2733,32	3501,80
590	2704,02	3517,87
591	2723,35	3518,69
592	2705,45	3497,93
593	2712,57	3496,92
594	2747,05	3502,72
595	2716,43	3491,22
596	2737,19	3480,23
597	2768,11	3448,49
598	2784,39	3460,29
599	2785,20	3424,08
600	2729,05	3434,35
601	2811,86	3449,71
602	2775,03	3447,07
603	2785,81	3451,75
604	2780,73	3438,73
605	2779,91	3433,64
606	2771,17	3468,03
607	2773,30	3470,98
608	2777,88	3486,54
609	2759,97	3454,60
610	2756,52	3460,90
611	2771,57	3482,27
612	2755,09	3495,90
613	2736,98	3493,66
614	2740,65	3497,22
615	2752,85	3507,70
616	2744,92	3503,43
617	2711,75	3515,64
618	2739,02	3495,49
619	2721,72	3490,41
620	2735,56	3512,58
621	2739,43	3490,20
622	2767,71	3476,37
623	2759,36	3463,14
624	2779,91	3476,37
625	2728,64	3492,24
626	2752,04	3470,47
627	2755,50	3459,48
628	2773,30	3464,57
629	2771,57	3438,12
630	2796,80	3442,59
631	2780,12	3426,11
632	2759,77	3422,04
633	2761,40	3425,91
634	2781,24	3419,70
635	2800,67	3451,55
636	2785,61	3463,35
637	2797,01	3454,39
638	2797,41	3445,44
639	2810,64	3432,62
640	2829,15	3417,16
641	2820,81	3422,04
642	2828,54	3464,87
643	2828,95	3444,42
644	2808,60	3462,13
645	2806,16	3443,00
646	2826,10	3431,40
647	2800,06	3450,32
648	2777,88	3455,11
649	2764,65	3464,16
650	2732,71	3484,71
651	2756,72	3494,88
652	2690,19	3480,84
653	2723,76	3482,27
654	2708,91	3472,91
655	2719,59	3484,40
656	2725,59	3475,15
657	2721,11	3455,61
658	2781,34	3473,11
659	2781,54	3475,76
660	2787,04	3475,76
661	2813,08	3469,86
662	2785,81	3461,52
663	2797,41	3464,16
664	2785,20	3474,94
665	2762,62	3512,38
666	2738,81	3497,32
667	2788,26	3471,89
668	2823,05	3485,73
669	2829,76	3440,76
670	2838,92	3431,20
671	2846,24	3439,54
672	2806,16	3439,13
673	2799,65	3441,78
674	2778,08	3433,03
675	2824,27	3440,46
676	2801,89	3430,18
677	2790,09	3448,70
678	2801,28	3471,08
679	2814,30	3464,57
680	2783,17	3454,39
681	2768,11	3464,97
682	2806,36	3470,06
683	2805,35	3465,18
684	2780,12	3443,20
685	2811,04	3422,45
686	2775,84	3445,24
687	2799,65	3446,05
688	2787,04	3460,50
689	2793,14	3415,13
690	2813,28	3460,70
691	2820,00	3429,98
692	2781,13	3403,73
693	2816,54	3414,31
694	2837,29	3407,80
695	2816,94	3411,46
696	2838,92	3418,79
697	2826,71	3375,25
698	2850,31	3406,58
699	2860,49	3414,31
700	2840,34	3423,67
701	2827,32	3429,77
702	2812,98	3431,30
703	2814,50	3457,24
704	2791,51	3479,83
705	2804,94	3435,88
706	2797,21	3471,89
707	2729,05	3474,33
708	2795,78	3468,43
709	2838,51	3452,56
710	2767,81	3463,65
711	2746,34	3464,36
712	2779,51	3487,56
713	2748,99	3491,22
714	2765,06	3491,22
715	2755,70	3492,24
716	2768,72	3500,27
717	2779,71	3500,17
718	2771,37	3460,09
719	2800,67	3483,69
720	2773,81	3483,69
721	2814,10	3482,88
722	2790,29	3465,99
723	2792,83	3495,39
724	2782,76	3473,11
725	2785,00	3458,46
726	2774,83	3447,88
727	2794,56	3438,52
728	2847,26	3437,30
729	2812,67	3460,90
730	2815,72	3431,61
731	2799,65	3414,11
732	2807,79	3427,94
733	2841,36	3426,72
734	2818,57	3425,30
735	2795,38	3445,44
736	2829,15	3433,13
737	2819,39	3426,93
738	2850,11	3427,94
739	2774,42	3415,13
740	2801,07	3434,45
741	2826,10	3461,11
742	2782,76	3471,69
743	2778,08	3478,81
744	2800,16	3466,40
745	2810,23	3475,55
746	2799,45	3481,45
747	2788,26	3487,15
748	2788,66	3475,15
749	2788,66	3461,51
750	2803,72	3481,66
751	2830,98	3441,68
752	2822,44	3450,32
753	2814,91	3442,59
754	2809,62	3432,01
755	2807,58	3460,09
756	2790,29	3474,74
757	2771,57	3488,58
758	2809,92	3469,45
759	2795,58	3471,28
760	2788,66	3455,21
761	2782,97	3449,92
762	2829,97	3478,61
763	2801,07	3463,35
764	2845,63	3439,54
765	2854,99	3458,46
766	2805,35	3460,29
767	2827,73	3472,30
768	2821,42	3451,34
769	2852,75	3429,98
770	2827,12	3455,82
771	2845,94	3451,14
772	2883,07	3439,54
773	2833,22	3420,21
774	2803,31	3440,56
775	2887,95	3443,20
776	2856,21	3420,42
777	2853,26	3412,07
778	2849,91	3432,01
779	2862,52	3433,84
780	2809,01	3425,91
781	2867,61	3430,79
782	2858,45	3463,75
783	2867,00	3447,88
784	2790,09	3453,27
785	2867,00	3445,44
786	2834,24	3433,64
787	2826,10	3458,26
788	2826,51	3459,89
789	2816,33	3480,23
790	2860,89	3428,55
791	2839,73	3430,39
792	2845,94	3419,09
793	2869,84	3408,82
794	2847,26	3387,25
795	2852,14	3385,22
796	2854,79	3392,13
797	2844,82	3371,18
798	2879,51	3409,33
799	2871,07	3417,57
800	2852,14	3412,89
801	2850,11	3401,90
802	2840,95	3399,87
803	2827,73	3438,93
804	2804,13	3444,63
805	2761,40	3440,15
806	2841,77	3440,15
807	2807,18	3440,56
808	2841,36	3448,90
809	2787,44	3418,38
810	2852,14	3410,45
811	2906,06	3416,75
812	2897,52	3410,85
813	2846,04	3407,39
814	2829,56	3409,02
815	2793,95	3443,00
816	2798,63	3471,28
817	2788,05	3446,46
818	2774,83	3439,85
819	2785,00	3486,54
820	2806,77	3467,01
821	2795,99	3464,57
822	2800,06	3456,02
823	2793,34	3451,14
824	2807,59	3438,93
825	2859,67	3431,00
826	2897,52	3437,40
827	2872,69	3438,32
828	2895,68	3412,28
829	2850,52	3420,01
830	2887,34	3428,96
831	2906,26	3441,58
832	2885,31	3439,85
833	2869,84	3431,61
834	2851,13	3449,10
835	2821,22	3453,17
836	2835,46	3428,76
837	2840,34	3451,95
838	2837,70	3452,66
839	2835,87	3451,55
840	2814,10	3442,59
841	2856,21	3414,72
842	2854,38	3410,85
843	2913,79	3409,23
844	2867,61	3388,47
845	2867,61	3381,76
846	2905,15	3388,88
847	2938,82	3397,02
848	2908,50	3394,58
849	2903,21	3381,55
850	2941,26	3346,56
851	2927,02	3364,46
852	2939,23	3357,75
853	2929,56	3349,81
854	2907,28	3351,44
855	2921,12	3351,85
856	2939,23	3357,75
857	2914,40	3349,20
858	2934,14	3352,26
859	2947,57	3367,21
860	2953,88	3397,63
861	2909,72	3410,24
862	2899,96	3387,86
863	2927,02	3367,72
864	2923,36	3363,45
865	2938,62	3380,54
866	2934,75	3397,12
867	2924,17	3392,54
868	2912,98	3379,72
869	2895,89	3386,84
870	2905,65	3397,83
871	2900,36	3427,33
872	2873,30	3443,41
873	2806,57	3456,33
874	2855,60	3460,70
875	2847,46	3459,07
876	2841,16	3459,28
877	2822,23	3448,70
878	2841,36	3444,02
879	2831,19	3461,11
880	2830,68	3446,87
881	2834,65	3456,63
882	2846,85	3417,36
883	2829,36	3447,48
884	2832,20	3450,53
885	2880,42	3479,83
886	2857,54	3459,38
887	2844,82	3432,62
888	2898,13	3407,39
889	2884,70	3407,39
890	2874,12	3410,24
891	2924,17	3397,83
892	2898,94	3399,26
893	2929,87	3413,90
894	2945,13	3374,84
895	2903,21	3354,49
896	2909,52	3370,16
897	2910,94	3404,14
898	2915,83	3390,51
899	2883,68	3383,79
900	2911,55	3376,67
901	2917,25	3379,32
902	2954,28	3423,06
903	2902,81	3418,79
904	2903,42	3397,42
905	2932,71	3385,22
906	2927,02	3397,63
907	2891,41	3414,52
908	2877,78	3402,92
909	2889,58	3441,58
910	2873,10	3445,65
911	2869,84	3438,73
912	2879,41	3462,13
913	2866,59	3469,25
914	2861,50	3424,89
915	2866,18	3445,64
916	2912,57	3457,85
917	2915,22	3455,61
918	2914,20	3483,90
919	2930,48	3459,68
920	2963,44	3449,00
921	2918,88	3462,13
922	2894,46	3436,08
923	2872,90	3519,71
924	2765,47	3699,77
925	2619,99	3832,02
926	2462,10	4048,10
927	2320,09	4235,79
928	2100,14	4370,38
929	1984,17	4426,95
930	1967,89	4453,80
931	1975,22	4439,56
932	2004,72	4391,54
933	2017,34	4338,44
934	2100,65	4278,52
935	2156,71	4237,12
936	2173,19	4275,57
937	2160,98	4287,57
938	2161,59	4240,57
939	2195,77	4209,65
940	2243,18	4146,98
941	2299,33	4076,79
942	2396,59	4039,15
943	2404,12	4029,18
944	2483,67	3970,78
945	2518,46	3892,04
946	2533,93	3856,23
947	2581,33	3808,83
948	2615,52	3749,62
949	2644,41	3736,60
950	2735,76	3704,04
951	2739,43	3676,58
952	2755,30	3667,01
953	2759,57	3678,00
954	2758,04	3667,22
955	2760,99	3671,08
956	2745,53	3679,83
957	2761,81	3715,03
958	2727,22	3728,87
959	2705,04	3751,45
960	2700,97	3749,62
961	2740,65	3734,77
962	2761,40	3685,83
963	2726,81	3656,03
964	2803,52	3655,42
965	2802,70	3629,58
966	2820,81	3627,34
967	2827,32	3608,21
968	2850,82	3584,20
969	2890,80	3572,40
970	2869,23	3562,84
971	2870,66	3537,81
972	2923,15	3509,33
973	2922,13	3482,47
974	2925,90	3502,72
975	2910,94	3495,29
976	2947,16	3442,59
977	2948,79	3476,16
978	2931,49	3471,89
979	2923,36	3446,26
980	2920,10	3450,73
981	2935,97	3461,72
982	2896,91	3469,45
983	2943,29	3455,41
984	2936,17	3461,31
985	2950,21	3458,87
986	2945,74	3454,80
987	2936,78	3433,84
988	2913,79	3459,07
989	2892,63	3464,26
990	2897,31	3445,85
991	2936,78	3505,06
992	2893,45	3486,34
993	2872,49	3475,96
994	2899,96	3473,93
995	2937,50	3484,10
996	2975,65	3459,68
997	2972,39	3447,68
998	2911,15	3449,71
999	2936,58	3461,11
1000	2972,19	3437,30
1001	2997,01	3456,02
1002	2961,61	3458,16
1003	2964,46	3422,65
1004	3033,84	3375,04
1005	3049,10	3327,03
1006	3011,86	3336,39
1007	3014,91	3344,73
1008	3024,07	3327,64
1009	2989,68	3318,07
1010	2972,19	3358,97
1011	2952,65	3359,78
1012	2976,26	3347,17
1013	2972,19	3351,24
1014	2992,13	3360,80
1015	2967,30	3365,48
1016	2934,75	3369,04
1017	2946,14	3392,95
1018	2949,60	3406,17
1019	2951,43	3384,81
1020	2974,02	3353,88
1021	2990,29	3371,18
1022	2964,66	3373,92
1023	2964,25	3374,03
1024	2976,66	3371,99
1025	2974,22	3390,71
1026	2960,18	3387,66
1027	2952,04	3422,45
1028	2887,95	3424,28
1029	2884,70	3441,58
1030	2931,70	3448,70
1031	2911,35	3442,80
1032	2894,46	3428,76
1033	2901,79	3405,16
1034	2933,12	3414,51
1035	2992,53	3417,77
1036	2950,92	3394,37
1037	2929,26	3413,09
1038	2925,80	3425,91
1039	2973,61	3443,00
1040	2953,26	3443,00
1041	2971,98	3431,40
1042	2994,26	3401,70
1043	2964,25	3409,43
1044	3013,29	3404,34
1045	2996,60	3423,26
1046	2983,78	3427,33
1047	2979,31	3408,61
1048	3016,13	3378,10
1049	3002,91	3422,86
1050	2964,66	3419,40
1051	3006,57	3403,12
1052	3010,03	3385,01
1053	2965,27	3403,94
1054	2974,42	3378,91
1055	2926,20	3398,85
1056	2939,02	3391,32
1057	2939,43	3394,98
1058	2957,33	3375,65
1059	2979,31	3371,18
1060	3006,78	3387,66
1061	2968,32	3409,63
1062	2991,72	3415,33
1063	2979,10	3385,42
1064	2972,59	3376,67
1065	2988,06	3383,39
1066	2967,30	3394,78
1067	2960,59	3425,50
1068	2952,86	3424,48
1069	2986,63	3408,21
1070	2973,81	3396,81
1071	2966,90	3399,26
1072	2955,91	3418,79
1073	2936,38	3436,90
1074	3004,74	3427,94
1075	2941,87	3437,30
1076	2910,94	3451,55
1077	2917,66	3436,18
1078	2923,15	3432,42
1079	2944,31	3441,17
1080	2951,84	3457,04
1081	2936,17	3434,05
1082	2897,11	3468,03
1083	2889,38	3458,06
1084	2887,14	3467,31
1085	2887,55	3461,92
1086	2929,66	3480,64
1087	2947,16	3415,94
1088	2960,39	3416,96
1089	2991,31	3428,76
1090	2929,87	3416,96
1091	2931,70	3411,67
1092	2944,72	3408,41
1093	2958,55	3377,48
1094	2958,96	3391,52
1095	2960,59	3393,97
1096	2971,78	3412,89
1097	2967,91	3424,28
1098	2932,61	3420,01
1099	2933,33	3411,46
1100	2957,13	3417,16
1101	2947,16	3411,46
1102	2924,37	3440,97
1103	2944,52	3448,09
1104	2913,08	3435,27
1105	2843,60	3463,35
1106	2878,19	3466,80
1107	2873,10	3481,86
1108	2892,23	3476,77
1109	2917,86	3484,10
1110	2889,99	3487,15
1111	2905,15	3483,49
1112	2879,20	3483,90
1113	2896,91	3503,63
1114	2906,06	3494,68
1115	2863,13	3467,82
1116	2909,11	3456,43
1117	2886,33	3449,51
1118	2919,49	3480,74
1119	2921,52	3481,45
1120	2889,99	3479,01
1121	2876,56	3497,53
1122	2852,35	3512,99
1123	2850,92	3534,35
1124	2856,62	3504,24
1125	2842,99	3508,92
1126	2828,34	3527,03
1127	2853,16	3516,86
1128	2851,13	3536,19
1129	2830,78	3494,88
1130	2813,28	3550,84
1131	2832,61	3543,51
1132	2844,72	3522,55
1133	2824,07	3525,40
1134	2809,42	3539,03
1135	2791,51	3543,10
1136	2803,92	3547,58
1137	2842,58	3549,21
1138	2848,68	3531,71
1139	2834,85	3535,78
1140	2878,19	3521,33
1141	2893,65	3515,23
1142	2882,26	3466,60
1143	2901,58	3455,41
1144	2947,16	3441,98
1145	2912,17	3441,98
1146	2935,56	3445,64
1147	2964,46	3452,97
1148	2969,95	3413,70
