Time	CFP	YFP	
Seconds	mV	mV	
			
288	2950,62	3390,51
289	2914,00	3371,18
290	2864,76	3499,16
291	2887,55	3286,13
292	2940,45	3273,11
293	2873,71	3308,10
294	2891,82	3222,85
295	2980,12	3213,70
296	3040,96	3310,14
297	2778,08	3321,13
298	2934,55	3346,15
299	2946,35	3320,11
300	3061,10	3280,64
301	2867,40	3287,35
302	2900,57	3267,41
303	2919,69	3434,86
304	3019,80	3297,32
305	3000,67	3278,60
306	2831,59	3339,64
307	2943,09	3307,90
308	2939,63	3296,91
309	2928,04	3396,81
310	2863,94	3410,24
311	3005,55	3377,28
312	3058,05	3393,97
313	2958,55	3294,68
314	2971,78	3388,88
315	2926,20	3239,74
316	2888,97	3303,12
317	3002,50	3357,14
318	2855,81	3286,13
319	2809,62	3322,35
320	2888,36	3368,13
321	2982,36	3341,47
322	2968,73	3418,79
323	2932,92	3276,87
324	2978,70	3230,99
325	2970,15	3263,55
326	2910,54	3309,94
327	2876,97	3231,20
328	3025,49	3327,23
329	3044,62	3353,27
330	3033,63	3366,60
331	2894,06	3336,59
332	2911,55	3428,55
333	2953,26	3413,90
334	2930,07	3387,05
335	2909,72	3405,77
336	3085,52	3260,09
337	2958,15	3436,08
338	3167,51	3663,55
339	3075,75	3373,62
340	3009,22	3481,05
341	3168,32	3592,34
342	3100,16	3618,39
343	3105,05	3731,92
344	3209,63	3750,64
345	3271,89	3781,56
346	3103,22	3737,41
347	3245,44	3796,21
348	3229,16	3810,45
349	3078,39	3779,53
350	3100,16	3727,95
351	3127,02	3785,43
352	3009,22	3782,17
353	2968,52	3823,88
354	2884,49	3690,41
355	2953,88	3544,93
356	2901,38	3661,93
357	2900,57	3697,43
358	2947,77	3740,46
359	2892,02	3691,22
360	2905,86	3655,42
361	2859,06	3631,20
362	2926,81	3606,18
363	2856,82	3583,39
364	2834,04	3677,90
365	2958,96	3748,19
366	2891,41	3659,28
367	2890,39	3654,60
368	2915,62	3655,82
369	2999,45	3650,13
370	2887,75	3597,33
371	3111,97	3609,23
372	2970,76	3747,99
373	2947,16	3768,34
374	3219,19	4185,64
375	2870,66	3464,16
376	2822,44	3288,77
377	2913,69	3422,45
378	2979,71	3338,83
379	2956,93	3406,38
380	2871,07	3331,50
381	2941,87	3318,07
382	3022,85	3372,40
383	2814,50	3337,20
384	2945,43	3388,27
385	3002,30	3349,41
386	2895,07	3391,73
387	2945,74	3369,35
388	2932,92	3413,70
389	2897,52	3484,91
390	2934,34	3357,55
391	2862,72	3242,39
392	2886,94	3431,00
393	2988,67	3317,26
394	2886,94	3271,48
395	2875,34	3292,23
396	3069,44	3271,48
397	2881,95	3233,84
398	2803,72	3292,03
399	2894,26	3370,16
400	2930,68	3297,52
401	2765,06	3271,48
402	2896,29	3301,39
403	2830,98	3269,85
404	2874,93	3314,61
405	3036,68	3316,55
406	2958,96	3315,02
407	2964,66	3273,31
408	2950,01	3263,95
409	2887,14	3449,71
410	2810,03	3299,76
411	3060,18	3223,16
412	2891,82	3264,16
413	2923,97	3254,19
414	2885,92	3300,17
415	2857,03	3348,80
416	2809,62	3270,67
417	2831,39	3252,76
418	2857,43	3257,65
419	2847,46	3319,90
420	2892,43	3296,71
421	2797,41	3240,76
422	2909,32	3381,35
423	3017,76	3369,14
424	3001,69	3290,00
425	2927,73	3333,03
426	2816,13	3259,88
427	2780,32	3216,55
428	2845,23	3295,90
429	2772,18	3360,19
430	2873,71	3293,45
431	2943,91	3340,86
432	2908,20	3263,75
433	2839,73	3203,32
434	3034,24	3350,63
435	2914,20	3369,96
436	2820,00	3418,99
437	2879,81	3374,84
438	3071,48	3313,19
439	2983,28	3333,33
440	2845,23	3242,39
441	2885,10	3303,83
442	2930,07	3332,52
443	2853,36	3411,46
444	3003,52	3372,40
445	3046,76	3400,78
446	2863,13	3387,05
447	2962,62	3272,90
448	2968,32	3257,44
449	2924,78	3283,89
450	2792,94	3354,09
451	2925,39	3490,41
452	2916,03	3351,85
453	2906,06	3256,42
454	2934,75	3323,57
455	2972,39	3388,88
456	2959,78	3283,08
457	2973,00	3292,23
458	3011,46	3330,48
459	3202,40	3754,20
460	3234,04	3914,02
461	3288,57	3930,29
462	3225,70	3720,73
463	3010,44	3406,58
464	3005,96	3392,13
465	3128,24	3384,81
466	3103,22	3339,13
467	2960,59	3398,44
468	2904,64	3329,06
469	2977,27	3360,80
470	3022,65	3398,85
471	3060,29	3416,96
472	2973,00	3367,92
473	2885,00	3273,52
474	2869,64	3538,63
475	2835,66	3263,14
476	2968,12	3393,76
477	2900,36	3395,59
478	3023,66	3386,64
479	2957,33	3358,36
480	2962,83	3369,96
481	3053,16	3436,69
482	3053,16	3358,56
483	3119,29	3365,28
484	3030,58	3380,94
485	3011,25	3310,55
486	3087,04	3318,99
487	3032,41	3468,84
488	2862,11	3376,67
489	2916,44	3366,50
490	2971,37	3413,70
491	2990,29	3290,20
492	2957,94	3310,75
493	2945,74	3308,31
494	2988,26	3362,02
495	2973,81	3379,11
496	3081,65	3317,06
497	3075,14	3209,42
498	2992,94	3272,09
499	3029,36	3346,97
500	2945,43	3330,59
501	3028,75	3344,32
502	3029,16	3352,66
503	3025,70	3363,04
504	2953,06	3282,67
505	2952,04	3326,01
506	3018,58	3410,24
507	2971,68	3434,05
508	2998,84	3368,94
509	2977,88	3403,53
510	2982,77	3387,05
511	2956,11	3324,99
512	3021,63	3323,57
513	3005,55	3431,30
514	3064,36	3394,37
515	3034,65	3351,65
516	3119,49	3398,85
517	3007,18	3403,32
518	2912,17	3377,48
519	2872,49	3447,07
520	3063,54	3348,59
521	3004,94	3297,32
522	3067,81	3283,89
523	3095,69	3398,24
524	3004,33	3453,58
525	2944,11	3420,62
526	2903,62	3353,48
527	2950,62	3362,33
528	2963,23	3446,05
529	2951,64	3417,16
530	2928,04	3342,49
531	2987,85	3352,87
532	2963,03	3360,19
533	2985,21	3383,59
534	3058,05	3379,42
535	3084,70	3330,28
536	3013,08	3359,78
537	2980,73	3348,59
538	3081,65	3289,18
539	2993,55	3302,20
540	2998,64	3347,37
541	3054,39	3338,22
542	3020,81	3387,66
543	2987,85	3335,16
544	3018,98	3364,67
545	2971,98	3223,46
546	3024,68	3324,58
547	3010,44	3356,22
548	2980,12	3355,92
549	2970,15	3367,52
550	3071,07	3284,91
551	3091,21	3408,21
552	2994,97	3319,50
553	2961,00	3390,51
554	3023,46	3306,27
555	3162,42	3290,30
556	3106,47	3335,16
557	3050,93	3371,99
558	2953,88	3384,00
559	2992,74	3356,32
560	3047,47	3378,91
561	2975,04	3376,06
562	2906,67	3295,69
563	2991,92	3291,22
564	3021,42	3380,94
565	3154,08	3355,51
566	2967,10	3336,79
567	2969,75	3311,36
568	2957,33	3257,03
569	2984,60	3251,74
570	2982,36	3307,90
571	2887,14	3280,64
572	2925,59	3303,63
573	3020,20	3343,10
574	3003,72	3264,56
575	3035,77	3277,18
576	2960,79	3282,06
577	2957,54	3347,37
578	3074,53	3394,98
579	3050,72	3299,76
580	3048,08	3335,77
581	2929,26	3317,46
582	3003,72	3322,96
583	2982,56	3364,26
584	3045,43	3375,25
585	2964,25	3403,94
586	2761,81	3322,14
587	3150,83	3382,16
588	3063,85	3360,80
589	3036,68	3240,35
590	3140,86	3275,14
591	3043,81	3173,41
592	2993,35	3305,05
593	3041,36	3280,43
594	3018,37	3304,85
595	3135,36	3322,75
596	3218,58	3362,33
597	3094,26	3449,10
598	3038,72	3222,85
599	3275,55	3547,38
600	3760,00	4376,49
601	3403,53	3767,73
602	3192,03	3343,71
603	3215,73	3678,00
604	3512,18	4138,44
605	3749,42	4557,57
606	3659,89	4567,54
607	3656,84	4555,54
608	3711,77	4513,21
609	3787,46	4430,81
610	3833,65	4508,94
611	3802,93	4457,06
612	3765,69	4595,21
613	3620,83	4627,97
614	3718,90	4856,05
615	3805,77	5015,97
616	3719,71	4824,51
617	3813,30	4850,56
618	3769,35	4831,02
619	3695,70	4852,18
620	3685,93	4614,34
621	3550,84	4593,79
622	3660,20	4720,14
623	3555,31	4782,19
624	3552,06	4831,63
625	3518,28	4728,89
626	3561,62	4561,03
627	3386,03	4289,61
628	3401,29	4194,80
629	3397,22	3974,04
630	3236,28	3833,85
631	3134,96	3586,03
632	2853,16	3307,29
633	3070,87	3606,38
634	3108,10	3517,67
635	2975,04	3201,69
636	2989,07	3154,49
637	2974,22	3101,18
638	2854,58	3184,60
639	2916,03	3162,83
640	2799,24	3147,78
641	2823,86	3162,83
642	2878,29	3123,97
643	2782,97	3188,47
644	2822,84	3155,10
645	2919,29	3122,55
646	2867,00	3150,42
647	2934,14	3245,84
648	3009,42	3174,02
649	2889,99	3365,48
650	3028,75	3235,67
651	2909,52	3186,84
652	3002,91	3160,39
653	3083,89	3224,07
654	2908,10	3159,58
655	2975,44	3163,24
656	2816,94	3175,24
657	2897,92	3180,33
658	2907,08	3099,96
659	2958,76	3134,96
660	2964,25	3113,19
661	3079,82	3177,68
662	3045,64	3175,04
663	2871,07	3131,91
664	2843,19	3155,71
665	2905,65	3085,31
666	2943,50	3074,12
667	2966,29	3042,58
668	3040,35	3086,33
669	3043,20	3181,14
670	3091,31	3086,74
671	3019,80	3142,08
672	2909,32	3103,62
673	2946,14	3092,43
674	3051,54	3101,59
675	3031,60	3037,29
676	2902,60	3083,68
677	2935,67	3036,68
678	3001,89	3059,07
679	2891,00	3116,65
680	2998,23	3153,07
681	3044,82	3069,03
682	3081,24	3030,78
683	2958,55	3141,67
684	3022,04	3140,45
685	3037,09	3021,42
686	3004,33	3198,44
687	3014,91	3027,94
688	2988,87	3057,64
689	3019,59	3008,20
690	2974,42	3112,37
691	2940,24	3107,08
692	2924,78	3083,28
693	2997,82	2964,66
694	3119,09	3058,45
695	2988,26	3015,93
696	3074,73	3099,96
697	3057,44	3103,22
698	3051,13	3084,50
699	3131,29	3034,45
700	2976,05	3079,00
701	3014,51	3108,30
702	3023,87	3034,04
703	3138,82	3135,57
704	2841,97	3044,01
705	2989,48	3036,68
706	3138,01	3187,86
707	3065,98	3149,20
708	2999,04	3089,38
709	2959,17	2957,33
710	2893,65	3012,07
711	3024,17	3218,27
712	2913,59	3147,57
713	2912,17	2987,65
714	3051,33	3049,10
715	3006,17	3158,36
716	3052,76	3056,22
717	3028,75	3108,71
718	2951,43	3014,10
719	2939,02	3099,76
720	2980,73	3033,43
721	3042,18	3065,78
722	2971,17	3111,97
723	3116,65	3058,05
724	2951,03	3062,12
725	3029,36	3031,19
726	3027,73	2999,25
727	3051,54	2933,12
728	2992,53	2977,48
729	2920,71	3041,36
730	2995,58	3086,13
731	2906,98	3114,81
732	2927,63	3019,80
733	2934,34	3006,37
734	2895,48	3145,33
735	2972,19	3136,79
736	3082,87	3048,28
737	3047,06	3196,00
738	3028,14	3085,11
739	3084,91	3068,83
740	3040,35	3144,93
741	3010,44	2981,14
742	2970,46	2973,81
743	2909,72	3074,53
744	2995,18	3001,59
745	2931,70	2975,85
746	2933,73	3061,71
747	2985,41	3023,05
748	3020,20	3063,34
749	3123,66	3044,92
750	3040,35	3041,97
751	2952,25	3008,20
752	3051,94	3052,96
753	2977,27	3068,02
754	3008,81	3168,12
755	3095,69	2971,78
756	3095,49	2997,42
757	3041,26	2942,68
758	3022,44	3033,23
759	2976,66	3149,20
760	3011,05	3080,43
761	2932,51	2935,77
762	2971,58	2994,57
763	3034,85	3009,83
764	3027,33	3075,95
765	3016,13	3096,30
766	3114,20	3067,61
767	2903,82	3054,59
768	2895,68	3067,81
769	3027,32	3124,78
770	2873,71	3108,41
771	2995,58	2983,99
772	3036,48	3010,23
773	3010,64	3082,26
774	2944,52	3070,66
775	2961,20	3047,67
776	2981,14	3065,78
777	2971,68	3009,83
778	3018,58	3055,81
779	3072,70	3094,87
780	2909,32	3057,44
781	2986,43	3085,11
782	2992,94	3113,39
783	2933,33	3052,15
784	3050,72	3159,37
785	2974,83	3200,47
786	2946,75	3051,74
787	3053,57	3040,14
788	3060,29	3061,30
789	2831,19	3181,96
790	2941,77	3145,33
791	3004,94	3087,75
792	2938,41	3066,19
793	2934,14	2969,13
794	2966,08	3060,08
795	2940,24	3110,13
796	2932,51	3050,72
797	3008,61	3079,00
798	3045,53	3036,99
799	2970,97	3004,94
800	2968,52	3076,77
801	2911,55	3141,26
802	2977,68	3029,16
803	2988,26	3053,57
804	2958,76	3102,00
805	3033,02	3102,91
806	3071,48	3098,33
807	2995,99	3152,25
808	2954,28	3029,56
809	3024,88	3078,60
810	3027,12	3011,25
811	2919,79	3066,59
812	2914,81	3083,68
813	3018,58	3170,56
814	3047,87	3179,92
815	3026,10	3113,39
816	3003,52	3028,55
817	3025,70	3073,51
818	3049,50	3073,61
819	2959,98	3069,24
820	2924,58	3123,36
821	3039,94	3121,12
822	3015,12	3131,70
823	3037,29	3153,47
824	2975,04	3046,04
825	2918,27	3027,22
826	2988,06	3027,94
827	2891,21	3071,68
828	2908,10	3109,32
829	3097,11	3110,54
830	3036,48	3091,21
831	2967,10	3060,18
832	2992,94	3044,21
833	3037,70	3071,07
834	3016,74	3135,57
835	2976,87	3172,80
836	2875,54	3127,63
837	3136,38	3114,20
838	3003,72	3007,39
839	2955,81	3023,26
840	2983,78	3140,04
841	3064,76	3073,31
842	2976,26	3124,78
843	2890,80	3013,08
844	3001,49	3039,94
845	2997,01	3086,43
846	3011,25	3069,85
847	3057,84	3067,41
848	3019,59	3090,40
849	2960,18	3091,01
850	3053,78	2976,66
851	3050,72	3058,86
852	3075,14	3024,17
853	3043,40	2998,03
854	3016,13	3065,37
855	3014,30	3055,61
856	3072,70	3011,25
857	2958,96	3055,81
858	2955,91	3148,39
859	2978,70	3088,57
860	2981,95	3052,35
861	3067,61	3068,63
862	2921,52	3045,64
863	3098,33	3018,58
864	2965,27	3049,91
865	3015,02	3056,52
866	3024,07	3082,87
867	2901,18	3047,67
868	2981,95	3085,31
869	3084,70	3058,66
870	3179,52	2896,09
871	3135,16	3023,46
872	3139,43	3103,62
873	3122,14	3103,22
874	3081,24	3052,35
875	3005,55	3084,09
876	3036,07	3107,29
877	3029,56	3042,79
878	3090,40	3064,36
879	3001,28	2985,41
880	3034,24	2981,55
881	3034,04	2971,37
882	2998,03	3050,72
883	3042,79	3071,07
884	3016,54	3023,46
885	2973,41	3021,02
886	2933,53	3068,12
887	2944,92	3098,74
888	3050,11	3081,04
889	3120,10	3016,74
890	2969,95	3071,48
891	2942,48	3064,76
892	2990,91	3079,00
893	3032,41	3053,78
894	3042,18	3027,94
895	3060,69	3108,10
896	2994,16	3072,90
897	2998,23	3205,15
898	3013,90	3007,79
899	2769,33	3133,74
900	3179,72	3068,42
901	3065,17	3310,55
902	3005,76	3148,18
903	3131,09	3416,14
904	3365,07	3602,51
905	3430,79	3765,29
906	3380,94	3753,28
907	3278,40	3681,05
908	3357,34	3686,95
909	3284,71	3601,50
910	3277,18	3657,86
911	3256,42	3614,52
912	3364,87	3592,75
913	3323,26	3523,77
914	3381,35	3554,29
915	3330,89	3612,89
916	3296,30	3614,72
917	3332,93	3613,30
918	3317,46	3616,76
919	3410,24	3586,95
920	3366,90	3605,16
921	3340,86	3615,54
922	3335,57	3567,72
923	3265,99	3663,76
924	3332,32	3636,90
925	3327,84	3671,90
926	3372,40	3670,88
927	3471,89	3752,06
928	3361,82	3717,67
929	3366,50	3642,19
930	3443,81	3742,90
931	3294,06	3685,93
932	3287,55	3541,48
933	3425,50	3671,49
934	3349,61	3447,48
935	3373,42	3564,26
936	3383,59	3524,79
937	3103,42	3028,14
938	3090,81	3181,55
939	3157,34	3156,32
940	3157,85	3155,10
941	3213,29	3123,36
942	3147,57	3061,91
943	3294,47	3122,75
944	3201,90	3095,89
945	3186,43	3070,46
946	3012,47	3073,31
947	3089,79	3069,95
948	3250,12	3100,98
949	3252,15	3079,61
950	3236,49	3140,25
951	3115,02	3052,35
952	3123,16	3027,53
953	3234,45	3096,20
954	3290,00	3171,99
955	2997,42	3173,41
956	3085,11	3065,98
957	3150,22	3109,52
958	3128,45	3152,86
959	3234,65	3087,35
960	3091,01	3085,92
961	3186,23	3100,78
962	3198,44	3084,91
963	3100,98	3090,60
964	3144,11	3130,07
965	3184,81	3084,70
966	3154,90	2971,37
967	3173,41	3113,90
968	3178,50	3210,65
969	3272,90	3207,19
970	3226,92	3231,81
971	3111,56	3085,11
972	3227,53	2972,39
973	3244,83	2990,91
974	3179,21	2997,31
975	3151,03	3021,63
976	3119,49	3106,47
977	3188,67	3106,88
978	3222,65	3092,03
979	3236,89	3053,37
980	3241,57	3064,97
981	3174,94	3156,02
982	3225,91	3121,94
983	3260,09	3116,03
984	3198,44	3107,49
985	3136,79	3137,60
986	3202,51	3054,59
987	3218,27	3046,45
988	3167,51	3067,61
989	3129,87	3046,45
990	3155,71	3122,55
991	3152,45	3105,25
992	3004,74	2970,56
993	3170,56	3170,97
994	3168,94	3124,58
995	3159,98	3058,05
996	3208,81	3140,25
997	3135,57	3182,36
998	3182,77	3145,13
999	3242,79	3013,29
1000	3074,73	3074,53
1001	3117,87	3018,58
1002	3141,06	3087,96
1003	3162,22	3118,68
1004	3268,63	3109,93
1005	3153,88	3024,88
1006	3059,68	3000,26
1007	3198,44	3116,44
1008	3267,41	3109,32
1009	3166,70	3109,52
1010	3123,36	3101,59
1011	3093,04	3125,60
1012	3112,78	3084,50
1013	3097,11	3053,57
1014	3135,97	3125,39
1015	3081,24	3141,06
1016	3211,87	3259,68
1017	3283,69	3189,28
1018	3050,32	3135,97
1019	3134,55	3124,38
1020	3174,23	3141,87
1021	3041,97	3113,59
1022	3206,07	3135,87
1023	3205,97	3083,89
1024	3004,74	3228,14
1025	3069,44	3091,82
1026	3192,33	3213,09
1027	3040,55	3132,52
1028	3094,37	3039,74
1029	3161,61	3026,10
1030	3080,43	3065,98
1031	3049,91	3081,65
1032	3010,44	3140,45
1033	3137,60	3098,94
1034	3246,66	3138,01
1035	3245,23	3019,80
1036	3153,27	3136,79
1037	3162,63	3141,06
1038	3155,71	3225,90
1039	3124,78	3192,94
1040	3197,83	3234,65
1041	3181,96	3244,62
1042	3257,03	3121,53
1043	3203,52	3129,46
1044	3157,74	3212,48
1045	3112,37	3139,84
1046	3179,11	3145,94
1047	3141,67	3082,67
1048	3085,72	3001,89
1049	2966,49	3167,92
1050	2999,45	3000,67
1051	3100,16	2990,70
1052	3038,92	3121,32
1053	3236,48	3182,36
1054	3128,85	3163,85
1055	3087,35	2942,28
1056	3074,83	3077,28
1057	3009,22	3094,47
1058	3050,72	2961,20
1059	3158,15	3081,04
1060	3080,23	2977,88
1061	3067,81	3028,55
1062	3051,94	3006,17
1063	3053,57	3071,27
1064	2884,49	2974,42
1065	2977,07	3007,59
1066	2980,73	3036,68
1067	3145,54	3014,51
1068	3224,68	3062,93
1069	3032,00	3050,72
1070	3015,63	3031,80
1071	3158,15	3026,71
1072	3034,65	3041,97
1073	3036,48	3069,65
1074	3042,18	2964,05
1075	3057,03	3030,38
1076	3001,89	3074,73
1077	2981,75	3106,27
1078	3018,58	2979,51
1079	2945,74	2961,61
1080	3107,69	3034,24
1081	3056,42	3018,98
1082	3082,26	3057,84
1083	3120,61	3094,06
1084	2957,33	3072,70
1085	3091,01	3059,68
1086	3087,96	2968,32
1087	3116,85	2993,96
1088	3096,50	3052,35
1089	3009,22	3118,07
1090	3089,18	3098,64
1091	3061,30	3088,97
1092	3182,16	3098,54
1093	3229,57	3071,27
1094	3218,99	3114,20
1095	3134,75	3067,41
1096	3014,30	3072,70
1097	3023,26	3101,39
1098	3008,40	3136,99
1099	3067,41	3059,47
1100	2982,36	3013,49
1101	3059,68	3073,71
1102	2998,84	3028,95
1103	3094,87	3033,84
1104	2986,94	3092,84
1105	3048,28	3061,71
1106	3014,71	3098,74
1107	3034,65	2979,71
1108	3064,97	3017,97
1109	3150,22	3053,98
1110	3218,58	3007,08
1111	3074,53	3073,31
1112	3084,29	3136,79
1113	3130,07	3056,22
1114	2993,75	3109,32
1115	3066,59	3069,85
1116	3035,06	3012,88
1117	3159,37	2976,87
1118	3005,96	3032,21
1119	3000,26	3019,19
1120	2991,92	3033,84
1121	3025,49	3061,91
1122	3106,88	3062,93
1123	3026,31	2975,85
1124	3068,12	3009,22
1125	3046,45	3138,62
1126	3025,49	3177,28
1127	2955,50	3109,73
1128	3094,47	3106,88
1129	3100,16	2999,65
1130	2929,87	3023,66
1131	2997,01	3029,97
1132	3022,24	3005,96
1133	3019,39	3101,79
1134	3060,49	3052,55
1135	3132,92	3045,84
1136	3064,76	3068,83
1137	3013,79	3021,12
1138	3038,11	3059,68
1139	3062,93	2978,29
1140	2954,89	3053,16
1141	3169,14	3037,91
1142	3090,40	3076,16
1143	3164,26	3021,63
1144	3047,26	3016,54
1145	3032,72	3164,26
1146	2961,40	3115,02
1147	3059,27	3112,17
1148	3015,12	3050,93
