Time	CFP	YFP	
Seconds	mV	mV	
			
125	3041,77	2979,71
126	3009,83	2968,32
127	3116,03	2967,10
128	3045,03	2979,71
129	2992,94	2970,97
130	3000,26	2955,10
131	2982,36	2950,42
132	2956,11	2949,81
133	2960,59	2960,59
134	2972,39	2969,34
135	2999,45	2939,02
136	2956,52	2945,33
137	2948,58	2944,52
138	2948,58	2981,55
139	2991,11	2950,42
140	3031,39	2956,52
141	3043,60	2973,41
142	3010,13	2959,78
143	3048,28	2939,63
144	3012,88	2945,53
145	3011,66	2953,26
146	3027,32	3001,49
147	2996,81	3012,68
148	2995,79	2969,24
149	3004,33	2988,06
150	2996,81	3039,53
151	3014,10	3011,66
152	2984,39	3041,57
153	3036,07	3021,83
154	3035,26	3083,28
155	3029,36	3071,78
156	2998,43	3065,78
157	3030,58	3083,48
158	3047,47	3114,81
159	2965,47	2992,94
160	2928,44	3237,10
161	1723,53	4477,20
162	1176,83	4839,77
163	1127,39	4900,20
164	1120,67	4874,77
165	1237,87	4771,21
166	1322,92	4713,02
167	1325,15	4695,92
168	1328,21	4697,15
169	1355,98	4673,75
170	1325,15	4709,15
171	1380,29	4656,66
172	1441,13	4611,69
173	1431,77	4558,99
174	1520,89	4513,42
175	1526,28	4505,89
176	1596,37	4457,67
177	1672,67	4365,30
178	1721,70	4253,39
179	1728,21	4335,39
180	1726,99	4293,07
181	1807,36	4199,48
182	1934,93	4133,86
183	1983,56	4031,82
184	2105,03	3880,45
185	2155,89	3773,63
186	2227,92	3759,79
187	2261,90	3687,77
188	2331,28	3576,88
189	2352,13	3565,59
190	2370,14	3537,00
191	2447,05	3509,94
192	2499,34	3511,16
193	2543,29	3439,34
194	2524,77	3340,05
195	2600,87	3378,71
196	2642,07	3385,83
197	2635,66	3355,51
198	2631,39	3338,22
199	2627,52	3337,20
200	2681,03	3315,43
201	2661,91	3319,50
202	2606,67	3343,71
203	2645,02	3273,11
204	2680,01	3217,97
205	2732,30	3218,78
206	2795,58	3207,39
207	2807,59	3152,45
208	2876,15	3139,84
209	2789,68	3106,47
210	2781,85	3114,20
211	2807,59	3083,28
212	2821,62	3104,64
213	2835,05	3079,41
214	2841,56	3054,18
215	2873,51	3060,08
216	2892,63	3073,31
217	2919,49	3082,87
218	2820,81	3085,31
219	2854,79	3085,52
220	2876,15	3083,07
221	2871,68	3080,84
222	2811,45	3068,63
223	2769,94	3056,22
224	2783,78	3060,29
225	2809,42	3072,90
226	2853,36	3087,35
227	2898,53	3112,37
228	2824,27	3076,77
229	2814,10	3096,71
230	2876,76	3101,39
231	2848,89	3086,53
232	2805,14	3091,01
233	2786,43	3103,01
234	2797,62	3109,12
235	2748,17	3100,78
236	2781,85	3147,78
237	2769,54	3163,85
238	2750,21	3157,95
239	2779,91	3166,09
240	2753,46	3162,02
241	2727,83	3155,10
242	2753,26	3168,94
243	2771,78	3170,36
244	2782,56	3191,11
245	2799,04	3171,17
246	2706,87	3179,92
247	2761,81	3163,85
248	2767,50	3188,87
249	2724,98	3240,76
250	2709,21	3214,31
251	2653,77	3175,85
252	2734,95	3208,00
253	2773,40	3187,45
254	2700,97	3228,96
255	2704,23	3208,20
256	2722,13	3193,35
257	2631,39	3224,68
258	2719,08	3240,15
259	2733,32	3250,93
260	2737,59	3235,26
261	2708,91	3205,76
262	2709,72	3204,13
263	2676,76	3183,58
264	2801,07	3220,41
265	2766,49	3190,50
266	2767,71	3190,71
267	2700,56	3147,57
268	2726,61	3156,52
269	2682,46	3152,25
270	2702,60	3219,80
271	2683,27	3254,59
272	2721,32	3166,09
273	2744,10	3181,55
274	2821,01	3154,29
275	2758,35	3171,78
276	2741,87	3173,41
277	2771,17	3152,45
278	2734,54	3147,78
279	2728,84	3152,66
280	2726,81	3133,13
281	2772,18	3113,39
282	2818,17	3111,36
283	2773,61	3129,46
284	2744,00	3126,72
285	2772,59	3116,03
286	2790,09	3101,79
287	2779,30	3126,21
288	2764,86	3118,27
289	2837,70	3157,34
290	2790,09	3148,79
291	2732,71	3110,85
292	2789,48	3087,96
293	2787,85	3093,04
294	2796,60	3082,87
295	2788,05	3070,26
296	2777,68	3062,73
297	2839,73	3079,21
298	2845,63	3075,44
299	2826,71	3061,51
300	2816,54	3067,81
301	2799,65	3055,61
302	2781,34	3110,34
303	2776,46	3099,76
304	2808,60	3086,13
305	2797,11	3071,17
306	2779,71	3080,63
307	2806,16	3097,52
308	2805,96	3135,36
309	2767,30	3106,27
310	2705,04	3111,15
311	2735,76	3132,52
312	2812,06	3120,51
313	2757,74	3120,31
314	2740,04	3092,84
315	2783,78	3126,21
316	2771,57	3122,75
317	2731,49	3120,31
318	2757,94	3136,38
319	2765,37	3099,86
320	2783,58	3062,73
321	2752,04	3090,81
322	2733,73	3104,03
323	2728,03	3112,37
324	2753,26	3122,55
325	2736,68	3129,46
326	2725,39	3125,39
327	2760,99	3109,12
328	2749,80	3136,38
329	2765,67	3146,76
330	2782,56	3127,63
331	2730,88	3111,15
332	2731,49	3111,76
333	2698,33	3092,03
334	2735,15	3098,54
335	2676,35	3154,49
336	2716,64	3127,02
337	2736,98	3140,65
338	2763,43	3133,53
339	2746,44	3103,52
340	2720,10	3112,58
341	2748,58	3143,91
342	2705,24	3062,32
343	2753,67	3095,69
344	2761,60	3153,27
345	2735,76	3136,18
346	2715,01	3123,36
347	2710,94	3135,77
348	2724,17	3145,94
349	2711,55	3109,93
350	2722,54	3083,89
351	2729,05	3121,12
352	2724,17	3118,48
353	2725,39	3087,14
354	2757,74	3090,40
355	2754,07	3091,21
356	2706,87	3112,78
357	2728,64	3104,64
358	2698,33	3106,68
359	2750,72	3124,28
360	2788,46	3098,54
361	2709,72	3098,33
362	2754,28	3099,35
363	2720,71	3056,83
364	2711,35	3083,89
365	2727,83	3086,13
366	2740,04	3107,79
367	2751,02	3075,95
368	2740,44	3114,00
369	2764,25	3163,44
370	2786,02	3143,91
371	2755,70	3117,66
372	2708,50	3091,42
373	2841,36	3095,28
374	2789,68	3090,40
375	2747,77	3095,89
376	2768,72	3096,71
377	2698,53	3137,20
378	2728,44	3120,31
379	2750,82	3160,59
380	2760,79	3140,15
381	2734,95	3138,62
382	2720,91	3140,65
383	2717,86	3106,27
384	2696,09	3095,89
385	2724,57	3106,27
386	2745,33	3161,61
387	2774,22	3182,87
388	2770,96	3140,45
389	2674,52	3140,86
390	2703,21	3153,68
391	2715,62	3176,67
392	2644,20	3177,07
393	2689,68	3151,13
394	2721,72	3148,59
395	2722,33	3134,55
396	2739,83	3142,69
397	2676,55	3145,54
398	2666,59	3175,04
399	2659,06	3138,62
400	2686,32	3160,29
401	2651,94	3160,80
402	2714,60	3157,74
403	2411,44	3562,64
404	2024,66	3959,59
405	1583,96	4316,06
406	1501,86	4405,48
407	1455,57	4411,89
408	1458,42	4363,67
409	1553,03	4370,79
410	1581,52	4254,21
411	1675,92	4172,01
412	1761,58	4129,89
413	1807,97	4006,59
414	1883,05	4025,82
415	1933,92	3971,19
416	2046,02	3867,83
417	2134,33	3815,54
418	2178,27	3777,90
419	2193,94	3735,99
420	2208,39	3704,14
421	2287,13	3651,35
422	2308,29	3658,47
423	2301,78	3587,87
424	2374,21	3578,91
425	2388,04	3547,78
426	2424,87	3539,64
427	2385,40	3615,94
428	2481,64	3531,10
429	2566,28	3558,57
430	2607,38	3506,28
431	2604,53	3379,11
432	2645,22	3346,76
433	2680,42	3315,84
434	2694,87	3280,53
435	2684,49	3280,84
436	2793,55	3262,73
437	2811,86	3213,49
438	2888,56	3221,02
439	2843,80	3182,36
440	2893,04	3154,49
441	2883,78	3140,45
442	2873,91	3135,36
443	2879,20	3179,52
444	2868,22	3130,68
445	2869,44	3126,82
446	2833,02	3123,97
447	2856,62	3117,87
448	2825,29	3106,47
449	2803,31	3136,38
450	2799,04	3136,38
451	2821,22	3158,15
452	2837,90	3171,17
453	2778,90	3174,02
454	2715,01	3174,94
455	2798,84	3133,33
456	2822,23	3174,23
457	2759,77	3166,90
458	2844,41	3173,00
459	2810,64	3124,99
460	2778,49	3176,46
461	2766,28	3156,02
462	2764,65	3188,06
463	2749,39	3222,04
464	2717,86	3181,96
465	2731,08	3199,66
466	2700,56	3225,29
467	2705,85	3205,35
468	2642,37	3212,48
469	2638,10	3195,39
470	2677,57	3214,92
471	2701,58	3199,66
472	2675,33	3201,69
473	2633,42	3191,72
474	2614,70	3196,61
475	2707,07	3160,59
476	2698,33	3177,07
477	2706,87	3211,66
478	2638,91	3194,16
479	2646,24	3192,33
480	2732,10	3185,62
481	2707,07	3165,48
482	2710,13	3167,10
483	2719,08	3175,65
484	2717,25	3175,65
485	2757,94	3169,34
486	2755,91	3200,07
487	2679,00	3224,28
488	2725,39	3206,37
489	2708,50	3200,47
490	2728,23	3190,30
491	2722,13	3185,82
492	2701,78	3206,78
493	2733,93	3220,00
494	2716,43	3193,96
495	2676,56	3216,75
496	2761,60	3196,20
497	2810,23	3199,45
498	2735,76	3225,09
499	2674,32	3183,38
500	2685,91	3174,43
501	2688,76	3190,71
502	2731,49	3171,58
503	2735,15	3148,59
504	2772,59	3183,79
505	2711,55	3194,37
506	2705,04	3186,84
507	2711,96	3175,65
508	2750,82	3172,60
509	2735,76	3197,52
510	2743,09	3222,24
511	2769,94	3188,47
512	2732,30	3193,96
513	2725,18	3200,07
514	2722,74	3230,99
515	2696,70	3224,28
516	2704,02	3194,16
517	2703,01	3197,42
518	2736,37	3180,33
519	2762,42	3194,37
520	2706,06	3171,78
521	2664,55	3175,65
522	2745,53	3204,54
523	2715,62	3201,29
524	2759,57	3221,23
525	2671,06	3210,03
526	2684,49	3184,40
527	2731,69	3185,21
528	2701,58	3233,03
529	2722,94	3226,52
530	2729,96	3213,09
531	2712,97	3187,65
532	2751,43	3212,88
533	2728,23	3217,56
534	2726,61	3186,43
535	2749,39	3175,85
536	2715,62	3183,18
537	2758,96	3205,36
538	2774,42	3187,65
539	2748,38	3214,92
540	2752,85	3155,71
541	2723,55	3204,74
542	2719,28	3197,52
543	2719,49	3170,36
544	2762,62	3185,42
545	2774,83	3174,23
546	2762,01	3199,45
547	2738,20	3174,63
548	2727,62	3176,06
549	2683,47	3193,96
550	2723,55	3204,24
551	2715,82	3160,59
552	2709,31	3149,81
553	2705,65	3167,71
554	2701,17	3163,65
555	2706,06	3171,38
556	2805,35	3198,13
557	2800,67	3173,61
558	2789,48	3184,20
559	2772,59	3177,68
560	2807,79	3177,89
561	2805,75	3168,94
562	2740,65	3175,65
563	2768,72	3196,20
564	2790,70	3176,16
565	2775,44	3154,69
566	2836,68	3152,25
567	2781,95	3168,32
568	2751,84	3203,52
569	2819,59	3202,71
570	2795,28	3159,07
571	2746,95	3156,73
572	2767,30	3159,58
573	2783,78	3146,35
574	2766,89	3169,34
575	2799,85	3185,01
576	2820,61	3202,10
577	2812,06	3217,66
578	2765,06	3189,49
579	2757,94	3185,01
580	2760,59	3192,13
581	2764,45	3171,99
582	2752,24	3197,42
583	2789,68	3224,28
584	2798,33	3188,67
585	2785,41	3212,27
586	2754,28	3215,94
587	2768,32	3210,85
588	2788,87	3161,81
589	2818,98	3143,91
590	2790,29	3195,79
591	2766,89	3168,53
592	2860,08	3156,93
593	2748,17	3177,28
594	2811,04	3215,94
595	2775,84	3193,15
596	2796,80	3177,48
597	2793,14	3173,41
598	2796,80	3143,10
599	2754,07	3193,76
600	2775,44	3209,42
601	2788,05	3185,42
602	2811,25	3158,15
603	2799,85	3185,01
604	2825,18	3176,77
605	2768,93	3175,65
606	2765,06	3205,56
607	2807,59	3193,96
608	2768,93	3162,63
609	2817,55	3172,19
610	2802,29	3147,78
611	2808,70	3180,13
612	2812,88	3200,47
613	2768,93	3172,80
614	2718,67	3170,77
615	2760,18	3147,98
616	2824,88	3165,07
617	2839,94	3159,17
618	2816,64	3180,13
619	2792,12	3181,35
620	2805,55	3154,29
621	2846,04	3135,16
622	2850,52	3162,02
623	2818,98	3132,72
624	2904,54	3169,75
625	2844,00	3197,22
626	2897,11	3153,27
627	2797,00	3154,29
628	2830,17	3150,22
629	2787,04	3176,87
630	2812,06	3196,00
631	2832,00	3190,30
632	2856,62	3200,88
633	2793,55	3159,17
634	2841,16	3176,87
635	2809,82	3135,77
636	2799,45	3190,10
637	2842,99	3181,55
638	2895,07	3189,89
639	2860,89	3191,32
640	2840,55	3193,15
641	2890,80	3178,09
642	2820,81	3187,25
643	2827,73	3154,29
644	2901,79	3173,00
645	2840,14	3165,78
646	2845,23	3190,10
647	2844,41	3263,14
648	2861,30	3293,86
649	2884,90	3294,27
650	2786,22	3254,19
651	2838,92	3219,80
652	2804,43	3217,97
653	2867,61	3236,89
654	2855,60	3202,30
655	2854,38	3220,41
656	2819,18	3223,26
657	2710,94	3341,06
658	2190,48	4009,44
659	1631,57	4553,20
660	1424,24	4542,92
661	1484,26	4468,05
662	1707,66	4308,94
663	1924,35	4158,17
664	2095,46	3987,67
665	2217,34	3855,42
666	2317,04	3766,40
667	2358,54	3709,54
668	2386,82	3700,58
669	2508,90	3691,84
670	2580,93	3594,58
671	2583,98	3521,94
672	2592,02	3505,46
673	2615,92	3464,57
674	2679,40	3429,57
675	2681,64	3427,94
676	2684,29	3431,81
677	2718,67	3378,30
678	2764,45	3384,20
679	2758,35	3401,70
680	2822,84	3316,04
681	2843,39	3297,12
682	2903,82	3233,43
683	2940,65	3193,76
684	2876,76	3160,39
685	2939,63	3152,25
686	2952,15	3153,88
687	2931,70	3132,92
688	2895,07	3128,85
689	3006,17	3140,86
690	3046,86	3093,04
691	2924,78	3102,40
692	2951,84	3097,72
693	2970,76	3110,13
694	2985,82	3075,34
695	2951,43	3081,04
696	2965,27	3121,53
697	2922,75	3150,83
698	2966,69	3122,34
699	2986,63	3117,87
700	2985,00	3130,28
701	2981,14	3102,40
702	2992,33	3077,17
703	3001,08	3076,36
704	3013,49	3078,60
705	3048,49	3072,49
706	3022,95	3033,02
707	2998,84	3057,03
708	2989,07	3051,54
709	2998,84	3082,26
710	3034,85	3022,04
711	2988,26	3020,81
712	3023,05	3070,26
713	3040,65	3065,98
714	3027,33	3058,05
715	3039,74	3041,16
716	3035,06	3019,80
717	3005,76	3066,59
718	3009,22	3014,10
719	3012,88	3043,40
720	3060,18	3065,37
721	2975,24	3053,78
722	2998,03	3054,59
723	2993,14	3045,84
724	3018,17	3052,96
725	2993,35	3055,00
726	2947,26	3037,29
727	2999,04	3063,54
728	2968,52	3095,49
729	2982,36	3092,43
730	3005,76	3069,44
731	2976,66	3097,11
732	2940,85	3059,47
733	2945,13	3146,76
734	2928,95	3138,01
735	2967,51	3126,61
736	2955,50	3116,65
737	2942,07	3094,67
738	2901,99	3111,76
739	2929,26	3141,06
740	2928,65	3141,06
741	2947,97	3124,17
742	2895,48	3128,04
743	2861,50	3149,40
744	2888,16	3160,80
745	2912,98	3183,99
746	2935,77	3144,93
747	2917,05	3146,86
748	2916,84	3150,83
749	2915,83	3138,21
750	2881,24	3141,67
751	2860,08	3163,03
752	2869,03	3169,75
753	2858,45	3161,61
754	2846,85	3173,72
755	2861,10	3157,54
756	2825,08	3143,50
757	2859,06	3204,54
758	2892,84	3193,35
759	2797,41	3185,82
760	2789,48	3178,91
761	2877,98	3199,66
762	2934,34	3226,92
763	3059,07	3259,27
764	3165,88	3270,26
765	3000,87	3235,67
766	2930,27	3205,36
767	2818,98	3233,43
768	2824,57	3208,20
769	2786,83	3191,32
770	2802,30	3198,23
771	2839,73	3177,28
772	2800,67	3180,94
773	2785,20	3146,76
774	2775,44	3143,50
775	2832,61	3175,85
776	2804,13	3201,08
777	2781,34	3170,77
778	2836,07	3186,43
779	2812,47	3160,39
780	2852,14	3183,58
781	2866,39	3183,18
782	2825,90	3109,12
783	2821,62	3146,15
784	2830,78	3129,87
785	2853,97	3160,19
786	2865,78	3154,90
787	2876,15	3161,20
788	2872,90	3162,02
789	2904,03	3166,09
790	2914,20	3170,77
791	2897,92	3171,99
792	2838,71	3126,82
793	2860,08	3144,32
794	2888,16	3139,84
795	2903,92	3197,22
796	2867,61	3139,84
797	2858,65	3123,56
798	2809,21	3160,19
799	2817,76	3203,32
800	2845,43	3204,74
801	2846,65	3169,14
802	2796,80	3161,81
803	2827,12	3172,39
804	2796,19	3201,29
805	2816,33	3185,62
806	2767,71	3161,61
807	2848,07	3142,49
808	2753,46	3178,29
809	2756,31	3156,32
810	2781,54	3181,55
811	2800,06	3187,25
812	2779,10	3188,87
813	2828,95	3180,94
814	2810,03	3205,15
815	2795,28	3169,14
816	2755,09	3172,19
817	2755,30	3167,31
818	2789,68	3189,08
819	2804,94	3192,94
820	2806,16	3161,81
821	2773,20	3181,75
822	2786,43	3211,56
823	2834,85	3172,39
824	2792,73	3179,92
825	2781,34	3217,97
826	2868,01	3166,70
827	2801,07	3175,65
828	2816,33	3179,52
829	2855,20	3155,51
830	2830,37	3175,65
831	2800,67	3154,08
832	2849,50	3115,83
833	2868,22	3160,19
834	2830,98	3200,68
835	2842,58	3150,22
836	2850,11	3163,65
837	2833,83	3214,92
838	2840,14	3227,13
839	2855,60	3184,60
840	2865,57	3202,51
841	2764,65	3225,91
842	2801,38	3224,07
843	2797,21	3209,63
844	2814,10	3180,33
845	2822,84	3211,26
846	2793,55	3216,95
847	2754,07	3225,70
848	2818,17	3215,73
849	2814,50	3186,53
850	2808,60	3182,57
851	2829,76	3184,40
852	2850,72	3173,21
853	2864,96	3169,75
854	2807,99	3163,65
855	2849,91	3180,94
856	2880,42	3173,41
857	2883,27	3145,74
858	2855,60	3164,26
859	2860,69	3168,53
860	2847,67	3176,06
861	2836,68	3181,75
862	2865,37	3170,36
863	2826,41	3144,72
864	2878,19	3144,72
865	2838,31	3140,04
866	2869,03	3120,51
867	2858,04	3120,92
868	2872,29	3173,61
869	2854,18	3162,42
870	2856,42	3156,32
871	2799,65	3189,49
872	2839,53	3168,53
873	2829,15	3156,73
874	2847,67	3185,62
875	2859,67	3175,85
876	2809,31	3160,29
877	2811,45	3165,68
878	2877,17	3159,98
879	2828,34	3130,68
880	2829,97	3141,26
881	2861,71	3173,41
882	2795,99	3186,43
883	2828,85	3150,52
884	2826,91	3129,06
885	2839,12	3144,11
886	2784,80	3182,16
887	2794,56	3197,01
888	2783,58	3205,56
889	2813,49	3227,13
890	2851,13	3194,78
891	2865,37	3196,81
892	2827,52	3157,74
893	2846,24	3147,16
894	2896,70	3169,34
895	2847,67	3190,10
896	2864,35	3162,63
897	2829,15	3160,59
898	2801,89	3185,01
899	2833,63	3153,47
900	2838,10	3142,28
901	2865,98	3186,23
902	2817,96	3173,21
903	2822,74	3177,99
904	2814,91	3162,02
905	2813,08	3159,58
906	2855,40	3176,87
907	2863,54	3152,05
908	2818,37	3134,14
909	2816,33	3136,18
910	2820,30	3136,79
911	2888,16	3128,85
912	2852,14	3158,97
913	2795,17	3163,65
914	2834,44	3130,68
915	2819,39	3155,91
916	2851,94	3157,34
917	2860,28	3134,35
918	2828,54	3146,76
919	2842,58	3131,70
920	2893,04	3124,58
921	2867,20	3166,09
922	2846,45	3199,25
923	2883,88	3139,84
924	2822,44	3122,14
925	2873,30	3151,84
926	2849,09	3171,17
927	2839,73	3121,73
928	2847,06	3113,39
929	2825,90	3129,26
930	2777,88	3158,36
931	2828,54	3148,08
932	2854,38	3143,10
933	2835,05	3152,25
934	2888,36	3169,95
935	2850,11	3186,84
936	2920,91	3141,87
937	2802,50	3125,39
938	2892,63	3136,79
939	2889,99	3156,52
940	2871,07	3164,87
941	2851,53	3151,44
942	2877,58	3173,82
943	2861,71	3147,37
944	2866,39	3106,88
945	2812,67	3111,15
946	2839,94	3147,78
947	2886,33	3157,54
948	2873,10	3114,00
949	2904,84	3110,54
950	2848,28	3141,87
951	2879,20	3113,59
952	2850,52	3126,61
953	2896,91	3124,78
954	2869,23	3124,38
955	2835,46	3098,13
956	2888,97	3091,01
957	2887,34	3124,38
958	2834,65	3131,91
959	2850,92	3119,70
960	2861,10	3117,46
961	2903,01	3116,65
962	2888,97	3124,38
963	2927,83	3063,54
964	2918,07	3064,76
965	2892,02	3127,63
966	2908,71	3155,30
967	2829,76	3149,40
968	2903,01	3099,76
969	2914,20	3086,33
970	2907,89	3135,57
971	2839,53	3195,39
972	2857,84	3128,85
973	2853,97	3117,05
974	2924,17	3117,66
975	2875,75	3116,44
976	2821,01	3123,16
977	2899,55	3118,88
978	2889,58	3110,24
979	2853,97	3127,84
980	2905,04	3137,40
981	2867,61	3134,75
982	2813,69	3117,05
983	2823,25	3129,87
984	2866,59	3143,10
985	2877,17	3099,15
986	2905,45	3103,22
987	2846,85	3101,59
988	2883,27	3111,36
989	2903,42	3149,61
990	2874,32	3143,50
991	2891,00	3122,95
992	2888,67	3152,05
993	2885,92	3145,54
994	2881,04	3118,48
995	2874,93	3095,08
996	2852,35	3114,41
997	2868,01	3121,32
998	2833,42	3071,48
999	2862,42	3104,44
1000	2876,97	3127,43
1001	2844,41	3125,80
1002	2826,71	3135,97
1003	2894,87	3147,16
1004	2852,75	3122,75
1005	2853,87	3113,29
1006	2884,29	3128,45
1007	2829,56	3149,61
1008	2903,01	3115,42
1009	2902,20	3114,41
1010	2842,99	3125,39
1011	2888,16	3160,39
1012	2840,44	3136,79
1013	2818,98	3134,75
1014	2848,28	3126,82
1015	2843,19	3130,07
1016	2897,72	3119,70
1017	2844,62	3126,82
1018	2901,38	3124,99
1019	2835,05	3092,03
1020	2905,45	3089,18
1021	2925,19	3135,57
1022	2906,47	3130,48
1023	2873,30	3140,45
1024	2850,72	3135,36
1025	2900,36	3149,40
1026	2916,74	3140,15
1027	2911,15	3128,65
1028	2939,84	3139,64
1029	2848,48	3145,94
1030	2852,14	3128,04
1031	2955,10	3110,74
1032	2848,89	3111,97
1033	2907,28	3110,54
1034	2886,53	3095,08
1035	2854,18	3099,35
1036	2865,37	3132,92
1037	2895,68	3092,43
1038	2867,61	3128,65
1039	2881,65	3157,74
1040	2917,05	3128,24
1041	2827,93	3157,74
1042	2844,62	3204,54
1043	2860,89	3190,91
1044	2965,07	3241,78
1045	2938,62	3199,05
1046	2946,35	3172,80
1047	2971,37	3202,51
1048	2786,02	3477,18
1049	2493,44	3628,76
1050	2456,81	3669,66
1051	2468,01	3704,45
1052	2436,88	3633,44
1053	2463,53	3687,66
1054	2478,99	3694,68
1055	2514,19	3636,09
1056	2587,44	3585,83
1057	2592,12	3546,77
1058	2658,45	3487,97
1059	2729,05	3409,63
1060	2815,11	3379,11
1061	2845,23	3339,44
1062	2854,18	3201,08
1063	2881,44	3166,49
1064	2893,04	3138,62
1065	3011,66	3089,38
1066	2974,63	3095,69
1067	3006,78	3116,95
1068	3004,74	3067,41
1069	3062,32	3076,77
1070	3029,56	3067,61
1071	3018,98	3052,55
1072	3011,25	3090,40
1073	3009,52	3071,78
1074	3034,24	3050,11
1075	3008,40	3050,11
1076	3024,27	3042,58
1077	2969,34	3106,68
1078	3001,69	3095,69
1079	3015,32	3080,84
1080	3038,92	3044,01
1081	3057,13	3043,09
1082	3021,83	3063,74
1083	3023,66	3089,58
1084	3018,58	3061,51
1085	3048,08	3072,09
1086	3054,39	3050,11
1087	3051,94	3045,23
1088	3022,04	3076,56
1089	3017,15	3085,52
1090	3014,91	3105,66
1091	3026,71	3088,77
1092	3004,54	3131,91
1093	2929,87	3114,41
1094	2944,52	3128,24
1095	3028,95	3118,88
1096	3001,49	3133,53
1097	2963,64	3164,66
1098	3011,25	3162,22
1099	2959,57	3147,78
1100	2968,93	3145,74
1101	2961,61	3180,13
1102	2987,24	3165,07
1103	2967,91	3147,16
1104	2928,04	3177,28
1105	2894,67	3194,37
1106	2895,07	3188,47
1107	2940,24	3202,40
1108	2895,68	3189,69
1109	2931,90	3211,87
1110	2881,85	3149,81
1111	2913,39	3184,40
1112	2927,02	3206,17
1113	2926,20	3219,19
1114	2910,74	3177,89
1115	2951,84	3148,39
1116	2935,56	3124,58
1117	2923,15	3152,66
1118	2915,83	3190,30
1119	2893,65	3149,20
1120	2951,03	3149,81
1121	2883,48	3138,62
1122	2910,74	3165,07
1123	2957,94	3141,47
1124	2907,08	3160,19
1125	2932,51	3126,61
1126	2872,08	3157,54
1127	2929,26	3158,76
1128	2910,94	3158,46
1129	2943,91	3174,23
1130	2967,30	3183,58
1131	2947,16	3193,55
1132	2961,81	3140,65
1133	2934,14	3176,06
1134	2989,28	3152,05
1135	2974,42	3175,55
1136	2963,44	3163,85
1137	2956,11	3130,28
1138	2958,15	3121,73
1139	2939,23	3127,63
1140	2907,89	3134,55
1141	2948,79	3146,55
1142	2930,48	3137,09
1143	2971,37	3102,20
1144	2929,46	3103,83
1145	2933,73	3091,62
1146	2934,95	3096,50
1147	2992,74	3130,48
1148	2943,91	3169,14
